,pokemon_nome,pokemon_altura,pokemon_peso,pokemon_cor_pokedex,pokemon_evolucao,pokemon_tipo,Dano
647.0,Keldeo,,,,[],"['Water', 'Fighting']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*0.5', 'Fairy': '*2'}"
646.0,Kyurem,9'103.0 m,716.5 lbs.325.0 kg,Gray,"['DNA Splicers', '#644 Zekrom', '#643 Reshiram']","['Dragon', 'Ice']","{'Normal': '*1', 'Fire': '*1', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*2'}"
643.0,Reshiram,,,,[],"['Dragon', 'Fire']","{'Normal': '*1', 'Fire': '*0.25', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*0.25', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
640.0,Virizion,,,,[],"['Grass', 'Fighting']","{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*4', 'Psychic': '*2', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
641.0,Tornadus,4'111.5 m,138.9 lbs.63.0 kg,Green,[],['Flying'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
639.0,Terrakion,,,,[],"['Rock', 'Fighting']","{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*2', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*2', 'Fairy': '*2'}"
638.0,Cobalion,,,,[],"['Steel', 'Fighting']","{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.25', 'Rock': '*0.25', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*0.5', 'Steel': '*0.5', 'Fairy': '*1'}"
636.0,Larvesta,3'071.1 m,63.5 lbs.28.8 kg,White,['Volcarona'],"['Bug', 'Fire']","{'Normal': '*1', 'Fire': '*1', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.25', 'Ice': '*0.5', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*4', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
637.0,Volcarona,5'031.6 m,101.4 lbs.46.0 kg,White,[],"['Bug', 'Fire']","{'Normal': '*1', 'Fire': '*1', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.25', 'Ice': '*0.5', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*4', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
634.0,Zweilous,,,,['Hydreigon'],"['Dark', 'Dragon']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*0.5', 'Dragon': '*2', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*4'}"
635.0,Hydreigon,,,,[],"['Dark', 'Dragon']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*0.5', 'Dragon': '*2', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*4'}"
632.0,Durant,1'000.3 m,72.8 lbs.33.0 kg,Gray,[],"['Bug', 'Steel']","{'Normal': '*0.5', 'Fire': '*4', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.25', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*0', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
633.0,Deino,,,,"['Zweilous', 'Hydreigon']","['Dark', 'Dragon']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*0.5', 'Dragon': '*2', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*4'}"
631.0,Heatmor,4'071.4 m,127.9 lbs.58.0 kg,Red,[],['Fire'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
630.0,Mandibuzz,3'111.2 m,87.1 lbs.39.5 kg,Brown,[],"['Dark', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*0.5', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
629.0,Vullaby,1'080.5 m,19.8 lbs.9.0 kg,Brown,['Mandibuzz'],"['Dark', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*0.5', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
626.0,Bouffalant,5'031.6 m,208.6 lbs.94.6 kg,Brown,[],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
628.0,Braviary,4'111.5 m,90.4 lbs.41.0 kg,Red,[],"['Normal', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
627.0,Rufflet,1'080.5 m,23.1 lbs.10.5 kg,White,['Braviary'],"['Normal', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
624.0,Pawniard,1'080.5 m,22.5 lbs.10.2 kg,Red,['Bisharp'],"['Dark', 'Steel']","{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*4', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*0.5', 'Dragon': '*0.5', 'Dark': '*0.5', 'Steel': '*0.5', 'Fairy': '*1'}"
625.0,Bisharp,5'031.6 m,154.3 lbs.70.0 kg,Red,[],"['Dark', 'Steel']","{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*4', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*0.5', 'Dragon': '*0.5', 'Dark': '*0.5', 'Steel': '*0.5', 'Fairy': '*1'}"
623.0,Golurk,9'022.8 m,727.5 lbs.330.0 kg,Green,[],"['Ground', 'Ghost']","{'Normal': '*0', 'Fire': '*1', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*2', 'Fighting': '*0', 'Poison': '*0.25', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
622.0,Golett,3'031.0 m,202.8 lbs.92.0 kg,Green,['Golurk'],"['Ground', 'Ghost']","{'Normal': '*0', 'Fire': '*1', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*2', 'Fighting': '*0', 'Poison': '*0.25', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
621.0,Druddigon,5'031.6 m,306.4 lbs.139.0 kg,Red,[],['Dragon'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
620.0,Mienshao,4'071.4 m,78.3 lbs.35.5 kg,Purple,[],['Fighting'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
619.0,Mienfoo,2'110.9 m,44.1 lbs.20.0 kg,Yellow,['Mienshao'],['Fighting'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
618.0,Stunfisk,2'040.7 m,24.3 lbs.11.0 kg,Brown,['stunfisk'],"['Ground', 'Electric']","{'Normal': '*1', 'Fire': '*1', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
617.0,Accelgor,2'070.8 m,55.8 lbs.25.3 kg,Red,[],['Bug'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
616.0,Shelmet,1'040.4 m,17.0 lbs.7.7 kg,Red,['Accelgor'],['Bug'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
615.0,Cryogonal,,,,[],"['Ice', 'Never']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
614.0,Beartic,8'062.6 m,573.2 lbs.260.0 kg,White,[],['Ice'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
613.0,Cubchoo,1'080.5 m,18.7 lbs.8.5 kg,White,['Beartic'],['Ice'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
612.0,Haxorus,5'111.8 m,232.6 lbs.105.5 kg,Yellow,[],['Dragon'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
611.0,Fraxure,3'031.0 m,79.4 lbs.36.0 kg,Green,['Haxorus'],['Dragon'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
610.0,Axew,2'000.6 m,39.7 lbs.18.0 kg,Green,"['Fraxure', 'Haxorus']",['Dragon'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
609.0,Chandelure,3'031.0 m,75.6 lbs.34.3 kg,Black,[],"['Ghost', 'Fire']","{'Normal': '*0', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*0', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.25', 'Rock': '*2', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*0.5', 'Fairy': '*0.5'}"
608.0,Lampent,2'000.6 m,28.7 lbs.13.0 kg,Black,['Chandelure'],"['Ghost', 'Fire']","{'Normal': '*0', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*0', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.25', 'Rock': '*2', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*0.5', 'Fairy': '*0.5'}"
607.0,Litwick,1'000.3 m,6.8 lbs.3.1 kg,White,"['Lampent', 'Chandelure']","['Ghost', 'Fire']","{'Normal': '*0', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*0', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.25', 'Rock': '*2', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*0.5', 'Fairy': '*0.5'}"
606.0,Beheeyem,3'031.0 m,76.1 lbs.34.5 kg,Brown,[],['Psychic'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
605.0,Elgyem,1'080.5 m,19.8 lbs.9.0 kg,Blue,['Beheeyem'],['Psychic'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
601.0,Klinklang,2'000.6 m,178.6 lbs.81.0 kg,Gray,[],['Steel'],"{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
600.0,Klang,2'000.6 m,112.4 lbs.51.0 kg,Gray,['Klinklang'],['Steel'],"{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
597.0,Ferroseed,,,,['Ferrothorn'],"['Grass', 'Steel']","{'Normal': '*0.5', 'Fire': '*4', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.25', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*0', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
599.0,Klink,1'000.3 m,46.3 lbs.21.0 kg,Gray,"['Klang', 'Klinklang']",['Steel'],"{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
598.0,Ferrothorn,3'031.0 m,242.5 lbs.110.0 kg,Gray,[],"['Grass', 'Steel']","{'Normal': '*0.5', 'Fire': '*4', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.25', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*0', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
596.0,Galvantula,2'070.8 m,31.5 lbs.14.3 kg,Yellow,[],"['Bug', 'Electric']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
595.0,Joltik,0'040.1 m,1.3 lbs.0.6 kg,Yellow,['Galvantula'],"['Bug', 'Electric']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
589.0,Escavalier,3'031.0 m,72.8 lbs.33.0 kg,Gray,[],"['Bug', 'Steel']","{'Normal': '*0.5', 'Fire': '*4', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.25', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*0', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
593.0,Jellicent,7'032.2 m,297.6 lbs.135.0 kg,White,[],"['Water', 'Ghost']","{'Normal': '*0', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*0', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*0.5', 'Fairy': '*1'}"
592.0,Frillish,3'111.2 m,72.8 lbs.33.0 kg,White,['Jellicent'],"['Water', 'Ghost']","{'Normal': '*0', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*0', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*0.5', 'Fairy': '*1'}"
591.0,Amoonguss,2'000.6 m,23.1 lbs.10.5 kg,White,[],"['Grass', 'Poison']","{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.25', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
588.0,Karrablast,1'080.5 m,13.0 lbs.5.9 kg,Blue,['Escavalier'],['Bug'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
587.0,Emolga,1'040.4 m,11.0 lbs.5.0 kg,White,[],"['Electric', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
590.0,Foongus,0'080.2 m,2.2 lbs.1.0 kg,White,['Amoonguss'],"['Grass', 'Poison']","{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.25', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
583.0,Vanillish,3'071.1 m,90.4 lbs.41.0 kg,White,['Vanilluxe'],"['Ice', 'Never']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
582.0,Vanillite,1'040.4 m,12.6 lbs.5.7 kg,White,"['Vanillish', 'Vanilluxe']","['Ice', 'Never']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
